,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1999-03-29,75.0,75.75,74.0,74.8125,74.8125,18888000,AMZN,66.05142,86.0,0.0,-11.1875
1999-04-09,89.0625,93.0,87.875,91.4375,91.4375,6839000,AMZN,87.61325,86.03125,0.0,5.40625
1999-04-20,78.65625,87.15625,76.75,86.0,86.0,20005000,AMZN,89.99739,74.1875,-11.8125,0.0
1999-04-26,104.5,107.9375,102.0,103.59375,103.59375,13985000,AMZN,93.558914,68.8125,0.0,34.78125
1999-05-05,71.9375,74.125,66.9375,73.25,73.25,27709800,AMZN,90.29361,60.46875000000001,-12.781249999999993,0.0
1999-05-14,66.5625,67.375,64.90625,66.1875,66.1875,11266800,AMZN,73.95146,58.6875,-7.5,0.0
1999-05-18,68.21875,68.75,65.46875,66.3125,66.3125,12407800,AMZN,71.452065,57.0,-9.3125,0.0
1999-05-19,66.96875,69.8125,66.75,69.78125,69.78125,12619200,AMZN,70.56537,57.96875,-11.8125,0.0
1999-05-21,65.375,66.0,62.875,64.28125,64.28125,8005600,AMZN,68.55518,46.0,-18.28125,0.0
1999-05-26,56.59375,60.9375,52.25,60.46875,60.46875,21158600,AMZN,63.76988,56.46875,-4.0,0.0
1999-05-27,59.8125,60.28125,57.0,57.28125,57.28125,13573400,AMZN,62.16303,55.65625,-1.625,0.0
1999-06-02,52.375,57.5,48.5625,56.0625,56.0625,36906400,AMZN,57.962307,58.87499999999999,2.812499999999993,0.0
1999-06-04,52.8125,55.0,50.8125,54.21875,54.21875,19491800,AMZN,55.83624,55.09375,0.875,0.0
1999-06-08,60.0,60.6875,55.1875,55.78125,55.78125,13844400,AMZN,55.002724,58.03125,0.0,-2.25
1999-06-11,57.5625,58.5,52.375,52.90625,52.90625,13886600,AMZN,54.858376,62.03125,9.125,0.0
1999-06-16,50.65625,56.5,50.5,55.84375,55.84375,21707200,AMZN,52.83237,62.68749999999999,0.0,-6.843749999999993
1999-07-22,58.21875,58.5625,52.375,53.40625,53.40625,57547200,AMZN,63.69744,45.875,-7.53125,0.0
1999-07-28,50.9921875,53.0625,49.8125,52.875,52.875,25783600,AMZN,58.865906,56.5625,3.6875,0.0
1999-08-02,49.1875,51.0625,46.96875,47.0,47.0,16967800,AMZN,54.232265,59.1875,12.1875,0.0
1999-08-05,43.78125,49.0,41.0,48.625,48.625,37517000,AMZN,51.47716,64.28125,15.65625,0.0
1999-08-10,42.6875,46.09375,41.0,45.5,45.5,23195000,AMZN,49.308315,62.1875,16.6875,0.0
1999-08-11,46.1875,47.625,42.59375,45.46875,45.46875,25655000,AMZN,48.844418,59.53125,14.0625,0.0
1999-08-12,45.5,47.875,44.6875,45.875,45.875,13140800,AMZN,48.444767,60.06249999999999,14.187499999999993,0.0
1999-08-23,57.96875,60.25,57.875,59.1875,59.1875,19206000,AMZN,55.121567,66.0,0.0,-6.8125
1999-08-24,58.0,62.75,57.96875,60.03125,60.03125,25010000,AMZN,56.706547,65.5625,0.0,-5.53125
1999-08-30,63.78125,65.0,58.9375,59.625,59.625,18494400,AMZN,63.26711,62.24999999999999,2.624999999999993,0.0
1999-09-10,65.9375,68.0,64.875,66.5,66.5,12420900,AMZN,64.09427,77.25,0.0,-10.75
1999-09-22,62.875,66.5,60.6875,66.0,66.0,10037500,AMZN,63.01779,79.9375,0.0,-13.9375
1999-09-29,66.5,85.0,65.75,80.75,80.75,79374400,AMZN,64.19463,80.5,0.0,0.25
1999-10-01,77.0,79.25,76.65625,77.25,77.25,10430300,AMZN,69.56702,78.625,0.0,-1.375
1999-10-04,79.4375,79.75,75.75,77.0625,77.0625,9757400,AMZN,71.537415,82.75,0.0,-5.6875
1999-10-05,77.125,79.75,74.75,78.4375,78.4375,16420100,AMZN,73.21701,81.25,0.0,-2.8125
1999-10-13,82.5,85.0,79.5625,79.9375,79.9375,11561800,AMZN,85.39689,65.8125,-14.125,0.0
1999-10-15,75.875,77.0625,73.9375,75.0625,75.0625,12186900,AMZN,84.98327,64.9375,-10.125,0.0
1999-10-19,77.625,78.25,75.625,76.625,76.625,7780000,AMZN,82.17318,70.8125,-5.8125,0.0
1999-10-20,78.3125,80.625,76.34375,80.5,80.5,7735500,AMZN,81.01914,72.0,-8.5,0.0
1999-10-29,72.75,72.8125,69.25,70.625,70.625,9688800,AMZN,76.82913,77.9375,7.3125,0.0
1999-11-12,73.75,75.0,70.8125,74.9375,74.9375,10319600,AMZN,70.08096,87.75,0.0,-12.8125
1999-11-19,77.875,78.125,76.0625,77.9375,77.9375,5760600,AMZN,74.38105,102.5,0.0,-24.5625
1999-11-29,95.5,96.875,90.125,90.4375,90.4375,18053700,AMZN,82.79072,97.0,0.0,-6.5625
1999-12-13,106.625,106.625,101.5,102.5,102.5,8653700,AMZN,95.22823,81.9375,0.0,20.5625
1999-12-23,98.0,99.0,89.0625,90.0,90.0,12914600,AMZN,97.65922,64.25,-25.75,0.0
2000-01-03,81.5,89.5625,79.046875,89.375,89.375,16117600,AMZN,84.340996,69.25,0.0,20.125
2000-01-13,64.9375,67.1875,63.125,65.9375,65.9375,10448100,AMZN,68.07996,78.5625,12.625,0.0
2000-01-14,66.75,68.625,64.0,64.25,64.25,6853600,AMZN,66.57243,75.0,10.75,0.0
2000-01-21,64.625,64.625,60.0,62.0625,62.0625,11461900,AMZN,62.956562,76.1875,14.125,0.0
2000-02-17,71.25,71.3125,68.0,69.0,69.0,6129600,AMZN,73.93729,66.875,-2.125,0.0
2000-02-23,64.875,71.75,64.6875,70.4375,70.4375,8441200,AMZN,68.86492,63.74999999999999,0.0,6.687500000000007
2000-02-24,70.5625,71.375,65.625,68.4375,68.4375,5869300,AMZN,67.65316,66.25,0.0,2.1875
2000-03-06,62.875,67.25,62.8125,63.9375,63.9375,7665800,AMZN,61.295986,73.125,0.0,-9.1875
2000-03-17,66.0625,66.375,64.5,64.8125,64.8125,5298500,AMZN,59.130707,67.5625,0.0,-2.75
2000-03-24,74.625,75.25,71.3125,72.6875,72.6875,9746000,AMZN,62.47011,46.875,0.0,25.8125
2000-03-31,66.75,67.125,63.0,67.0,67.0,5115500,AMZN,64.15263,49.8125,0.0,17.1875
2000-04-03,65.4375,65.6875,62.0,63.5625,63.5625,4865400,AMZN,63.335808,52.4375,0.0,11.125
2000-04-06,63.4375,65.5,61.875,64.25,64.25,6032700,AMZN,60.38487,55.1875,0.0,9.0625
2000-04-26,53.3125,57.4375,52.453125,53.5,53.5,12006400,AMZN,46.067535,61.0,0.0,-7.5
2000-04-27,49.3125,55.25,48.5,52.875,52.875,11266000,AMZN,46.137375,55.375,0.0,-2.5
2000-05-01,56.0,60.3125,55.25,59.9375,59.9375,8578500,AMZN,47.298557,51.875,0.0,8.0625
2000-05-08,56.8125,59.25,55.4375,56.015625,56.015625,3950000,AMZN,50.07391,51.75,0.0,4.265625
2000-05-19,54.625,55.75,52.25,52.625,52.625,4610900,AMZN,50.26614,48.4375,0.0,4.1875
2000-05-24,46.4375,49.75,40.4375,48.5625,48.5625,11666600,AMZN,47.269375,46.3125,0.0,2.25
2000-05-30,47.3125,51.875,47.3125,51.75,51.75,5613200,AMZN,43.245678,46.125,0.0,5.625
2000-06-07,51.875,52.1875,50.125,51.8125,51.8125,3841200,AMZN,44.65781,37.875,0.0,13.9375
2000-06-12,52.1875,52.1875,47.0,48.4375,48.4375,3986000,AMZN,45.023926,37.0,0.0,11.4375
2000-06-14,49.3125,49.875,46.0,46.4375,46.4375,5020500,AMZN,44.002758,36.0625,0.0,10.375
2000-07-06,36.875,37.375,34.75,36.0625,36.0625,6767100,AMZN,30.871004,31.375000000000004,0.0,4.6874999999999964
2000-07-11,35.1875,35.25,32.625,33.125,33.125,9896500,AMZN,30.44322,30.250000000000004,0.0,2.8749999999999964
2000-07-19,41.5,41.5625,39.0,40.875,40.875,4743700,AMZN,33.31597,30.875,0.0,10.0
2000-07-20,40.9375,43.375,39.5,40.3125,40.3125,6945700,AMZN,33.86847,30.437500000000004,0.0,9.874999999999996
2000-07-25,36.75,38.75,33.25,37.625,37.625,27752500,AMZN,34.574238,37.5625,0.0,0.0625
2000-08-17,38.0,39.0625,36.875,38.25,38.25,4974100,AMZN,28.367224,42.9375,0.0,-4.6875
2000-08-31,43.125,43.1875,41.4375,41.5,41.5,4616300,AMZN,33.206917,41.4375,0.0,0.0625
2000-09-21,37.4375,40.5,37.25,40.0625,40.0625,7425600,AMZN,35.417835,25.125,0.0,14.9375
2000-09-29,39.0,41.25,37.625,38.4375,38.4375,6517100,AMZN,32.554657,30.812500000000004,0.0,7.6249999999999964
2000-10-13,24.25,28.875,23.5,28.4375,28.4375,7633400,AMZN,22.880133,37.5625,0.0,-9.125
2000-11-08,36.0,37.0,33.25,33.875,33.875,5835300,AMZN,32.308,24.6875,0.0,9.1875
2000-11-24,26.421875,29.125,26.0625,28.9375,28.9375,7639300,AMZN,20.38788,22.875,0.0,6.0625
2000-12-06,24.6875,26.0,23.625,23.625,23.625,8825800,AMZN,18.294472,17.375,0.0,6.25
2000-12-07,23.0625,23.4375,20.125,21.375,21.375,10647500,AMZN,17.900223,15.562499999999998,0.0,5.812500000000002
2000-12-15,22.25,24.25,22.0,22.875,22.875,8713700,AMZN,17.276007,16.375,0.0,6.5
2000-12-20,16.1875,17.875,15.625,16.6875,16.6875,22050700,AMZN,15.689868,17.6875,0.0,-1.0
2001-01-16,18.3125,18.375,17.25,18.0625,18.0625,6017000,AMZN,10.191822,15.8125,0.0,2.25
2001-01-18,18.375,19.5,17.9375,19.5,19.5,4115800,AMZN,10.913134,14.375,0.0,5.125
2001-02-12,14.125,15.0,13.703125,14.5,14.5,5295300,AMZN,8.196059,11.875,0.0,2.625
2001-02-14,14.125,14.75,13.5,14.4375,14.4375,8123400,AMZN,7.4831305,11.6875,0.0,2.75
2001-02-15,13.5,14.625,13.5,14.5,14.5,16384500,AMZN,7.438247,12.25,0.0,2.25
2001-02-23,11.875,12.0625,11.0625,11.8125,11.8125,5149900,AMZN,5.7348676,11.0,0.0,0.8125
2001-03-01,9.875,10.6875,9.59375,10.4375,10.4375,10996700,AMZN,4.294621,10.1875,0.0,0.25
2001-03-05,12.375,13.0625,11.5,12.625,12.625,23500700,AMZN,3.994771,10.9399995803833,0.0,1.6850004196166992
2001-03-06,13.078125,14.0,11.25,11.875,11.875,23191500,AMZN,4.4145646,11.640000343322754,0.0,0.2349996566772461
2001-03-08,11.9375,12.0,11.625,11.6875,11.6875,4957600,AMZN,4.7331595,10.0,0.0,1.6875
2001-03-09,11.4375,12.5,11.375,12.25,12.25,8856700,AMZN,4.7264643,10.229999542236328,0.0,2.020000457763672
2001-03-16,10.625,11.0625,10.25,11.0,11.0,6984200,AMZN,3.7763243,8.369999885559082,0.0,2.630000114440918
2001-03-30,10.119999885559082,10.84000015258789,9.90999984741211,10.229999542236328,10.229999542236328,3558400,AMZN,2.0464709,16.200000762939453,0.0,-5.970001220703125
2001-04-05,9.020000457763672,9.300000190734863,8.720000267028809,9.119999885559082,9.119999885559082,5424200,AMZN,0.6059162,15.270000457763674,0.0,-6.150000572204592
2001-04-10,11.239999771118164,13.5,11.199999809265137,12.010000228881836,12.010000228881836,18860400,AMZN,1.1018232,17.110000610351562,0.0,-5.100000381469727
2001-04-12,13.050000190734863,15.010000228881836,13.0,14.670000076293945,14.670000076293945,11530000,AMZN,2.672007,17.559999465942383,0.0,-2.8899993896484375
2001-04-17,13.8100004196167,14.869999885559082,13.75,14.739999771118164,14.739999771118164,5073500,AMZN,4.005883,16.18000030517578,0.0,-1.4400005340576172
2001-04-18,15.65999984741211,18.15999984741211,15.550000190734863,16.540000915527344,16.540000915527344,19555000,AMZN,5.0180655,15.010000228881838,0.0,1.530000686645506
2001-05-09,15.550000190734863,15.65999984741211,15.0,15.010000228881836,15.010000228881836,4671000,AMZN,9.042698,16.690000534057617,0.0,-1.6800003051757812
2001-05-14,14.529999732971191,14.529999732971191,13.15999984741211,13.329999923706055,13.329999923706055,6194200,AMZN,7.5947456,16.440000534057617,0.0,-3.1100006103515625
2001-05-25,16.649999618530273,17.530000686645508,16.3700008392334,17.09000015258789,17.09000015258789,6928700,AMZN,6.7731028,11.829999923706055,0.0,5.260000228881836
2001-05-31,15.84000015258789,17.200000762939453,15.75,16.690000534057617,16.690000534057617,9632000,AMZN,7.681837,13.079999923706055,0.0,3.6100006103515625
2001-06-15,13.010000228881836,13.460000038146973,12.300000190734863,12.489999771118164,12.489999771118164,7671600,AMZN,6.394491,15.8100004196167,0.0,-3.320000648498535
2001-06-21,12.680000305175781,13.199999809265137,12.59000015258789,13.079999923706055,13.079999923706055,9777400,AMZN,4.496702,16.979999542236328,0.0,-3.8999996185302734
2001-06-22,13.130000114440918,13.270000457763672,12.380000114440918,12.399999618530273,12.399999618530273,6316700,AMZN,4.264268,16.010000228881836,0.0,-3.6100006103515625
2001-06-25,12.710000038146973,13.140000343322754,12.569999694824219,12.8100004196167,12.8100004196167,6947000,AMZN,4.093419,16.350000381469727,0.0,-3.5399999618530273
2001-06-28,14.229999542236328,14.59000015258789,13.770000457763672,14.359999656677246,14.359999656677246,5516700,AMZN,4.2054195,16.979999542236328,0.0,-2.619999885559082
2001-07-03,14.489999771118164,14.5,14.0,14.130000114440918,14.130000114440918,2701100,AMZN,4.777413,11.510000228881836,0.0,2.619999885559082
2001-07-16,16.940000534057617,17.420000076293945,16.010000228881836,16.010000228881836,16.010000228881836,7315800,AMZN,7.336079,11.899999618530273,0.0,4.1100006103515625
2001-07-17,15.84000015258789,16.489999771118164,15.829999923706055,16.350000381469727,16.350000381469727,3706200,AMZN,7.4947624,11.600000381469727,0.0,4.75
2001-07-19,16.149999618530273,16.799999237060547,16.139999389648438,16.489999771118164,16.489999771118164,5212800,AMZN,7.627391,10.460000038146973,0.0,6.029999732971191
2001-07-23,17.020000457763672,17.1299991607666,15.960000038146973,16.030000686645508,16.030000686645508,8663900,AMZN,7.8233705,10.119999885559082,0.0,5.910000801086426
2001-07-24,13.619999885559082,14.0,11.899999618530273,12.0600004196167,12.0600004196167,32572900,AMZN,8.013871,10.529999732971191,0.0,1.5300006866455078
2001-08-01,12.729999542236328,12.859999656677246,12.170000076293945,12.5,12.5,5510600,AMZN,4.9338336,10.199999809265137,0.0,2.3000001907348633
